charmmlipid.csv Version 2.0.3
residue,order,search,replace,TER,num_atom
POPG,73, HY  POPG, HS  PGR ,True,127
POPG,74, O31 POPG, O11 PGR ,True,127
POPG,75, C31 POPG, C11 PGR ,True,127
POPG,76, O32 POPG, O12 PGR ,True,127
POPG,77, C22 POPG, C12 OL  ,True,127
POPG,78, H2R POPG, H2R OL  ,True,127
POPG,79, H2S POPG, H2S OL  ,True,127
POPG,80, C23 POPG, C13 OL  ,True,127
POPG,81, H3R POPG, H3R OL  ,True,127
POPG,82, H3S POPG, H3S OL  ,True,127
POPG,83, C24 POPG, C14 OL  ,True,127
POPG,84, H4R POPG, H4R OL  ,True,127
POPG,85, H4S POPG, H4S OL  ,True,127
POPG,86, C25 POPG, C15 OL  ,True,127
POPG,87, H5R POPG, H5R OL  ,True,127
POPG,88, H5S POPG, H5S OL  ,True,127
POPG,89, C26 POPG, C16 OL  ,True,127
POPG,90, H6R POPG, H6R OL  ,True,127
POPG,91, H6S POPG, H6S OL  ,True,127
POPG,92, C27 POPG, C17 OL  ,True,127
POPG,93, H7R POPG, H7R OL  ,True,127
POPG,94, H7S POPG, H7S OL  ,True,127
POPG,95, C28 POPG, C18 OL  ,True,127
POPG,96, H8R POPG, H8R OL  ,True,127
POPG,97, H8S POPG, H8S OL  ,True,127
POPG,98, C29 POPG, C19 OL  ,True,127
POPG,99, H91 POPG, H9R OL  ,True,127
POPG,100,C210 POPG,C110 OL  ,True,127
POPG,101,H101 POPG,H10R OL  ,True,127
POPG,102,C211 POPG,C111 OL  ,True,127
POPG,103,H11R POPG,H11R OL  ,True,127
POPG,104,H11S POPG,H11S OL  ,True,127
POPG,105,C212 POPG,C112 OL  ,True,127
POPG,106,H12R POPG,H12R OL  ,True,127
POPG,107,H12S POPG,H12S OL  ,True,127
POPG,108,C213 POPG,C113 OL  ,True,127
POPG,109,H13R POPG,H13R OL  ,True,127
POPG,110,H13S POPG,H13S OL  ,True,127
POPG,111,C214 POPG,C114 OL  ,True,127
POPG,112,H14R POPG,H14R OL  ,True,127
POPG,113,H14S POPG,H14S OL  ,True,127
POPG,114,C215 POPG,C115 OL  ,True,127
POPG,115,H15R POPG,H15R OL  ,True,127
POPG,116,H15S POPG,H15S OL  ,True,127
POPG,117,C216 POPG,C116 OL  ,True,127
POPG,118,H16R POPG,H16R OL  ,True,127
POPG,119,H16S POPG,H16S OL  ,True,127
POPG,120,C217 POPG,C117 OL  ,True,127
POPG,121,H17R POPG,H17R OL  ,True,127
POPG,122,H17S POPG,H17S OL  ,True,127
POPG,123,C218 POPG,C118 OL  ,True,127
POPG,124,H18R POPG,H18R OL  ,True,127
POPG,125,H18S POPG,H18S OL  ,True,127
POPG,126,H18T POPG,H18T OL  ,True,127
POPS,0, C32 POPS, C12 PA  ,True,127
POPS,1, H2X POPS, H2R PA  ,True,127
POPS,2, H2Y POPS, H2S PA  ,True,127
POPS,3, C33 POPS, C13 PA  ,True,127
POPS,4, H3X POPS, H3R PA  ,True,127
POPS,5, H3Y POPS, H3S PA  ,True,127
POPS,6, C34 POPS, C14 PA  ,True,127
POPS,7, H4X POPS, H4R PA  ,True,127
POPS,8, H4Y POPS, H4S PA  ,True,127
POPS,9, C35 POPS, C15 PA  ,True,127
POPS,10, H5X POPS, H5R PA  ,True,127
POPS,11, H5Y POPS, H5S PA  ,True,127
POPS,12, C36 POPS, C16 PA  ,True,127
POPS,13, H6X POPS, H6R PA  ,True,127
POPS,14, H6Y POPS, H6S PA  ,True,127
POPS,15, C37 POPS, C17 PA  ,True,127
POPS,16, H7X POPS, H7R PA  ,True,127
POPS,17, H7Y POPS, H7S PA  ,True,127
POPS,18, C38 POPS, C18 PA  ,True,127
POPS,19, H8X POPS, H8R PA  ,True,127
POPS,20, H8Y POPS, H8S PA  ,True,127
POPS,21, C39 POPS, C19 PA  ,True,127
POPS,22, H9X POPS, H9R PA  ,True,127
POPS,23, H9Y POPS, H9S PA  ,True,127
POPS,24,C310 POPS,C110 PA  ,True,127
POPS,25,H10X POPS,H10R PA  ,True,127
POPS,26,H10Y POPS,H10S PA  ,True,127
POPS,27,C311 POPS,C111 PA  ,True,127
POPS,28,H11X POPS,H11R PA  ,True,127
POPS,29,H11Y POPS,H11S PA  ,True,127
POPS,30,C312 POPS,C112 PA  ,True,127
POPS,31,H12X POPS,H12R PA  ,True,127
POPS,32,H12Y POPS,H12S PA  ,True,127
POPS,33,C313 POPS,C113 PA  ,True,127
POPS,34,H13X POPS,H13R PA  ,True,127
POPS,35,H13Y POPS,H13S PA  ,True,127
POPS,36,C314 POPS,C114 PA  ,True,127
POPS,37,H14X POPS,H14R PA  ,True,127
POPS,38,H14Y POPS,H14S PA  ,True,127
POPS,39,C315 POPS,C115 PA  ,True,127
POPS,40,H15X POPS,H15R PA  ,True,127
POPS,41,H15Y POPS,H15S PA  ,True,127
POPS,42,C316 POPS,C116 PA  ,True,127
POPS,43,H16X POPS,H16R PA  ,True,127
POPS,44,H16Y POPS,H16S PA  ,True,127
POPS,45,H16Z POPS,H16T PA  ,True,127
POPS,46, N   POPS, N31 PS  ,True,127
POPS,47, HN1 POPS,HN1A PS  ,True,127
POPS,48, HN2 POPS,HN1B PS  ,True,127
POPS,49, HN3 POPS,HN1C PS  ,True,127
POPS,50, C12 POPS, C32 PS  ,True,127
POPS,51,H12A POPS, H2A PS  ,True,127
POPS,52, C13 POPS, C33 PS  ,True,127
POPS,53,O13A POPS, O35 PS  ,True,127
POPS,54,O13B POPS, O36 PS  ,True,127
POPS,55, C11 POPS, C31 PS  ,True,127
POPS,56,H11A POPS, H1A PS  ,True,127
POPS,57,H11B POPS, H1B PS  ,True,127
POPS,58, P   POPS, P31 PS  ,True,127
POPS,59, O13 POPS, O33 PS  ,True,127
POPS,60, O14 POPS, O34 PS  ,True,127
POPS,61, O12 POPS, O32 PS  ,True,127
POPS,62, O11 POPS, O31 PS  ,True,127
POPS,63, C1  POPS, C3  PS  ,True,127
POPS,64, HA  POPS, HA  PS  ,True,127
POPS,65, HB  POPS, HB  PS  ,True,127
POPS,66, C2  POPS, C2  PS  ,True,127
POPS,67, HS  POPS, HX  PS  ,True,127
POPS,68, O21 POPS, O21 PS  ,True,127
POPS,69, C21 POPS, C21 PS  ,True,127
POPS,70, O22 POPS, O22 PS  ,True,127
POPS,71, C3  POPS, C1  PS  ,True,127
POPS,72, HX  POPS, HR  PS  ,True,127
POPS,73, HY  POPS, HS  PS  ,True,127
POPS,74, O31 POPS, O11 PS  ,True,127
POPS,75, C31 POPS, C11 PS  ,True,127
POPS,76, O32 POPS, O12 PS  ,True,127
POPS,77, C22 POPS, C12 OL  ,True,127
POPS,78, H2R POPS, H2R OL  ,True,127
POPS,79, H2S POPS, H2S OL  ,True,127
POPS,80, C23 POPS, C13 OL  ,True,127
POPS,81, H3R POPS, H3R OL  ,True,127
POPS,82, H3S POPS, H3S OL  ,True,127
POPS,83, C24 POPS, C14 OL  ,True,127
POPS,84, H4R POPS, H4R OL  ,True,127
POPS,85, H4S POPS, H4S OL  ,True,127
POPS,86, C25 POPS, C15 OL  ,True,127
POPS,87, H5R POPS, H5R OL  ,True,127
POPS,88, H5S POPS, H5S OL  ,True,127
POPS,89, C26 POPS, C16 OL  ,True,127
POPS,90, H6R POPS, H6R OL  ,True,127
POPS,91, H6S POPS, H6S OL  ,True,127
POPS,92, C27 POPS, C17 OL  ,True,127
POPS,93, H7R POPS, H7R OL  ,True,127
POPS,94, H7S POPS, H7S OL  ,True,127
POPS,95, C28 POPS, C18 OL  ,True,127
POPS,96, H8R POPS, H8R OL  ,True,127
POPS,97, H8S POPS, H8S OL  ,True,127
POPS,98, C29 POPS, C19 OL  ,True,127
POPS,99, H91 POPS, H9R OL  ,True,127
POPS,100,C210 POPS,C110 OL  ,True,127
POPS,101,H101 POPS,H10R OL  ,True,127
POPS,102,C211 POPS,C111 OL  ,True,127
POPS,103,H11R POPS,H11R OL  ,True,127
POPS,104,H11S POPS,H11S OL  ,True,127
POPS,105,C212 POPS,C112 OL  ,True,127
POPS,106,H12R POPS,H12R OL  ,True,127
POPS,107,H12S POPS,H12S OL  ,True,127
POPS,108,C213 POPS,C113 OL  ,True,127
POPS,109,H13R POPS,H13R OL  ,True,127
POPS,110,H13S POPS,H13S OL  ,True,127
POPS,111,C214 POPS,C114 OL  ,True,127
POPS,112,H14R POPS,H14R OL  ,True,127
POPS,113,H14S POPS,H14S OL  ,True,127
POPS,114,C215 POPS,C115 OL  ,True,127
POPS,115,H15R POPS,H15R OL  ,True,127
POPS,116,H15S POPS,H15S OL  ,True,127
POPS,117,C216 POPS,C116 OL  ,True,127
POPS,118,H16R POPS,H16R OL  ,True,127
POPS,119,H16S POPS,H16S OL  ,True,127
POPS,120,C217 POPS,C117 OL  ,True,127
POPS,121,H17R POPS,H17R OL  ,True,127
POPS,122,H17S POPS,H17S OL  ,True,127
POPS,123,C218 POPS,C118 OL  ,True,127
POPS,124,H18R POPS,H18R OL  ,True,127
POPS,125,H18S POPS,H18S OL  ,True,127
POPS,126,H18T POPS,H18T OL  ,True,127
POT,0, POT POT , K+  K+  ,False,1
SDPA,0, C32 SDPA, C12 ST  ,True,124
SDPA,1, H2X SDPA, H2R ST  ,True,124
SDPA,2, H2Y SDPA, H2S ST  ,True,124
SDPA,3, C33 SDPA, C13 ST  ,True,124
SDPA,4, H3X SDPA, H3R ST  ,True,124
SDPA,5, H3Y SDPA, H3S ST  ,True,124
SDPA,6, C34 SDPA, C14 ST  ,True,124
SDPA,7, H4X SDPA, H4R ST  ,True,124
SDPA,8, H4Y SDPA, H4S ST  ,True,124
SDPA,9, C35 SDPA, C15 ST  ,True,124
SDPA,10, H5X SDPA, H5R ST  ,True,124
SDPA,11, H5Y SDPA, H5S ST  ,True,124
SDPA,12, C36 SDPA, C16 ST  ,True,124
SDPA,13, H6X SDPA, H6R ST  ,True,124
SDPA,14, H6Y SDPA, H6S ST  ,True,124
SDPA,15, C37 SDPA, C17 ST  ,True,124
SDPA,16, H7X SDPA, H7R ST  ,True,124
SDPA,17, H7Y SDPA, H7S ST  ,True,124
SDPA,18, C38 SDPA, C18 ST  ,True,124
SDPA,19, H8X SDPA, H8R ST  ,True,124
SDPA,20, H8Y SDPA, H8S ST  ,True,124
SDPA,21, C39 SDPA, C19 ST  ,True,124
SDPA,22, H9X SDPA, H9R ST  ,True,124
SDPA,23, H9Y SDPA, H9S ST  ,True,124
SDPA,24,C310 SDPA,C110 ST  ,True,124
SDPA,25,H10X SDPA,H10R ST  ,True,124
SDPA,26,H10Y SDPA,H10S ST  ,True,124
SDPA,27,C311 SDPA,C111 ST  ,True,124
SDPA,28,H11X SDPA,H11R ST  ,True,124
SDPA,29,H11Y SDPA,H11S ST  ,True,124
SDPA,30,C312 SDPA,C112 ST  ,True,124
SDPA,31,H12X SDPA,H12R ST  ,True,124
SDPA,32,H12Y SDPA,H12S ST  ,True,124
SDPA,33,C313 SDPA,C113 ST  ,True,124
SDPA,34,H13X SDPA,H13R ST  ,True,124
SDPA,35,H13Y SDPA,H13S ST  ,True,124
SDPA,36,C314 SDPA,C114 ST  ,True,124
SDPA,37,H14X SDPA,H14R ST  ,True,124
SDPA,38,H14Y SDPA,H14S ST  ,True,124
SDPA,39,C315 SDPA,C115 ST  ,True,124
SDPA,40,H15X SDPA,H15R ST  ,True,124
SDPA,41,H15Y SDPA,H15S ST  ,True,124
SDPA,42,C316 SDPA,C116 ST  ,True,124
SDPA,43,H16X SDPA,H16R ST  ,True,124
SDPA,44,H16Y SDPA,H16S ST  ,True,124
SDPA,45,C317 SDPA,C117 ST  ,True,124
SDPA,46,H17X SDPA,H17R ST  ,True,124
SDPA,47,H17Y SDPA,H17S ST  ,True,124
SDPA,48,C318 SDPA,C118 ST  ,True,124
SDPA,49,H18X SDPA,H18R ST  ,True,124
SDPA,50,H18Y SDPA,H18S ST  ,True,124
SDPA,51,H18Z SDPA,H18T ST  ,True,124
SDPA,52, P   SDPA, P31 PH- ,True,124
SDPA,53, O13 SDPA, O33 PH- ,True,124
SDPA,54, O14 SDPA, O34 PH- ,True,124
SDPA,55, O12 SDPA, O32 PH- ,True,124
SDPA,56, H12 SDPA,HO2A PH- ,True,124
SDPA,57, O11 SDPA, O31 PH- ,True,124
SDPA,58, C1  SDPA, C3  PH- ,True,124
SDPA,59, HA  SDPA, HA  PH- ,True,124
SDPA,60, HB  SDPA, HB  PH- ,True,124
SDPA,61, C2  SDPA, C2  PH- ,True,124
SDPA,62, HS  SDPA, HX  PH- ,True,124
SDPA,63, O21 SDPA, O21 PH- ,True,124
SDPA,64, C21 SDPA, C21 PH- ,True,124
SDPA,65, O22 SDPA, O22 PH- ,True,124
SDPA,66, C3  SDPA, C1  PH- ,True,124
SDPA,67, HX  SDPA, HR  PH- ,True,124
SDPA,68, HY  SDPA, HS  PH- ,True,124
SDPA,69, O31 SDPA, O11 PH- ,True,124
SDPA,70, C31 SDPA, C11 PH- ,True,124
SDPA,71, O32 SDPA, O12 PH- ,True,124
SDPA,72, C22 SDPA, C12 DHA ,True,124
SDPA,73, H2R SDPA, H2R DHA ,True,124
SDPA,74, H2S SDPA, H2S DHA ,True,124
SDPA,75, C23 SDPA, C13 DHA ,True,124
SDPA,76, H3R SDPA, H3R DHA ,True,124
SDPA,77, H3S SDPA, H3S DHA ,True,124
SDPA,78, C24 SDPA, C14 DHA ,True,124
SDPA,79, H4R SDPA, H4R DHA ,True,124
SDPA,80, C25 SDPA, C15 DHA ,True,124
SDPA,81, H5R SDPA, H5R DHA ,True,124
SDPA,82, C26 SDPA, C16 DHA ,True,124
SDPA,83, H6R SDPA, H6R DHA ,True,124
SDPA,84, H6S SDPA, H6S DHA ,True,124
SDPA,85, C27 SDPA, C17 DHA ,True,124
SDPA,86, H7R SDPA, H7R DHA ,True,124
SDPA,87, C28 SDPA, C18 DHA ,True,124
SDPA,88, H8R SDPA, H8R DHA ,True,124
SDPA,89, C29 SDPA, C19 DHA ,True,124
SDPA,90, H9R SDPA, H9R DHA ,True,124
SDPA,91, H9S SDPA, H9S DHA ,True,124
SDPA,92,C210 SDPA,C110 DHA ,True,124
SDPA,93,H10R SDPA,H10R DHA ,True,124
SDPA,94,C211 SDPA,C111 DHA ,True,124
SDPA,95,H11R SDPA,H11R DHA ,True,124
SDPA,96,C212 SDPA,C112 DHA ,True,124
SDPA,97,H12R SDPA,H12R DHA ,True,124
SDPA,98,H12S SDPA,H12S DHA ,True,124
SDPA,99,C213 SDPA,C113 DHA ,True,124
SDPA,100,H13R SDPA,H13R DHA ,True,124
SDPA,101,C214 SDPA,C114 DHA ,True,124
SDPA,102,H14R SDPA,H14R DHA ,True,124
SDPA,103,C215 SDPA,C115 DHA ,True,124
SDPA,104,H15R SDPA,H15R DHA ,True,124
SDPA,105,H15S SDPA,H15S DHA ,True,124
SDPA,106,C216 SDPA,C116 DHA ,True,124
SDPA,107,H16R SDPA,H16R DHA ,True,124
SDPA,108,C217 SDPA,C117 DHA ,True,124
SDPA,109,H17R SDPA,H17R DHA ,True,124
SDPA,110,C218 SDPA,C118 DHA ,True,124
SDPA,111,H18R SDPA,H18R DHA ,True,124
SDPA,112,H18S SDPA,H18S DHA ,True,124
SDPA,113,C219 SDPA,C119 DHA ,True,124
SDPA,114,H19R SDPA,H19R DHA ,True,124
SDPA,115,C220 SDPA,C120 DHA ,True,124
SDPA,116,H20R SDPA,H20R DHA ,True,124
SDPA,117,C221 SDPA,C121 DHA ,True,124
SDPA,118,H21R SDPA,H21R DHA ,True,124
SDPA,119,H21S SDPA,H21S DHA ,True,124
SDPA,120,C222 SDPA,C122 DHA ,True,124
SDPA,121,H22R SDPA,H22R DHA ,True,124
SDPA,122,H22S SDPA,H22S DHA ,True,124
SDPA,123,H22T SDPA,H22T DHA ,True,124
SDPC,0, C32 SDPC, C12 ST  ,True,142
SDPC,1, H2X SDPC, H2R ST  ,True,142
SDPC,2, H2Y SDPC, H2S ST  ,True,142
SDPC,3, C33 SDPC, C13 ST  ,True,142
SDPC,4, H3X SDPC, H3R ST  ,True,142
SDPC,5, H3Y SDPC, H3S ST  ,True,142
SDPC,6, C34 SDPC, C14 ST  ,True,142
SDPC,7, H4X SDPC, H4R ST  ,True,142
SDPC,8, H4Y SDPC, H4S ST  ,True,142
SDPC,9, C35 SDPC, C15 ST  ,True,142
SDPC,10, H5X SDPC, H5R ST  ,True,142
SDPC,11, H5Y SDPC, H5S ST  ,True,142
SDPC,12, C36 SDPC, C16 ST  ,True,142
SDPC,13, H6X SDPC, H6R ST  ,True,142
SDPC,14, H6Y SDPC, H6S ST  ,True,142
SDPC,15, C37 SDPC, C17 ST  ,True,142
SDPC,16, H7X SDPC, H7R ST  ,True,142
SDPC,17, H7Y SDPC, H7S ST  ,True,142
SDPC,18, C38 SDPC, C18 ST  ,True,142
SDPC,19, H8X SDPC, H8R ST  ,True,142
SDPC,20, H8Y SDPC, H8S ST  ,True,142
SDPC,21, C39 SDPC, C19 ST  ,True,142
SDPC,22, H9X SDPC, H9R ST  ,True,142
SDPC,23, H9Y SDPC, H9S ST  ,True,142
SDPC,24,C310 SDPC,C110 ST  ,True,142
SDPC,25,H10X SDPC,H10R ST  ,True,142
SDPC,26,H10Y SDPC,H10S ST  ,True,142
SDPC,27,C311 SDPC,C111 ST  ,True,142
SDPC,28,H11X SDPC,H11R ST  ,True,142
SDPC,29,H11Y SDPC,H11S ST  ,True,142
SDPC,30,C312 SDPC,C112 ST  ,True,142
SDPC,31,H12X SDPC,H12R ST  ,True,142
SDPC,32,H12Y SDPC,H12S ST  ,True,142
SDPC,33,C313 SDPC,C113 ST  ,True,142
SDPC,34,H13X SDPC,H13R ST  ,True,142
SDPC,35,H13Y SDPC,H13S ST  ,True,142
SDPC,36,C314 SDPC,C114 ST  ,True,142
SDPC,37,H14X SDPC,H14R ST  ,True,142
SDPC,38,H14Y SDPC,H14S ST  ,True,142
SDPC,39,C315 SDPC,C115 ST  ,True,142
SDPC,40,H15X SDPC,H15R ST  ,True,142
SDPC,41,H15Y SDPC,H15S ST  ,True,142
SDPC,42,C316 SDPC,C116 ST  ,True,142
SDPC,43,H16X SDPC,H16R ST  ,True,142
SDPC,44,H16Y SDPC,H16S ST  ,True,142
SDPC,45,C317 SDPC,C117 ST  ,True,142
SDPC,46,H17X SDPC,H17R ST  ,True,142
SDPC,47,H17Y SDPC,H17S ST  ,True,142
SDPC,48,C318 SDPC,C118 ST  ,True,142
SDPC,49,H18X SDPC,H18R ST  ,True,142
SDPC,50,H18Y SDPC,H18S ST  ,True,142
SDPC,51,H18Z SDPC,H18T ST  ,True,142
SDPC,52, N   SDPC, N31 PC  ,True,142
SDPC,53, C13 SDPC, C33 PC  ,True,142
SDPC,54,H13A SDPC, H3A PC  ,True,142
SDPC,55,H13B SDPC, H3B PC  ,True,142
SDPC,56,H13C SDPC, H3C PC  ,True,142
SDPC,57, C14 SDPC, C34 PC  ,True,142
SDPC,58,H14A SDPC, H4A PC  ,True,142
SDPC,59,H14B SDPC, H4B PC  ,True,142
SDPC,60,H14C SDPC, H4C PC  ,True,142
SDPC,61, C15 SDPC, C35 PC  ,True,142
SDPC,62,H15A SDPC, H5A PC  ,True,142
SDPC,63,H15B SDPC, H5B PC  ,True,142
SDPC,64,H15C SDPC, H5C PC  ,True,142
SDPC,65, C12 SDPC, C32 PC  ,True,142
SDPC,66,H12A SDPC, H2A PC  ,True,142
SDPC,67,H12B SDPC, H2B PC  ,True,142
SDPC,68, C11 SDPC, C31 PC  ,True,142
SDPC,69,H11A SDPC, H1A PC  ,True,142
SDPC,70,H11B SDPC, H1B PC  ,True,142
SDPC,71, P   SDPC, P31 PC  ,True,142
SDPC,72, O13 SDPC, O33 PC  ,True,142
SDPC,73, O14 SDPC, O34 PC  ,True,142
SDPC,74, O11 SDPC, O31 PC  ,True,142
SDPC,75, O12 SDPC, O32 PC  ,True,142
SDPC,76, C1  SDPC, C3  PC  ,True,142
SDPC,77, HA  SDPC, HA  PC  ,True,142
SDPC,78, HB  SDPC, HB  PC  ,True,142
SDPC,79, C2  SDPC, C2  PC  ,True,142
SDPC,80, HS  SDPC, HX  PC  ,True,142
SDPC,81, O21 SDPC, O21 PC  ,True,142
SDPC,82, C21 SDPC, C21 PC  ,True,142
SDPC,83, O22 SDPC, O22 PC  ,True,142
SDPC,84, C3  SDPC, C1  PC  ,True,142
SDPC,85, HX  SDPC, HR  PC  ,True,142
SDPC,86, HY  SDPC, HS  PC  ,True,142
SDPC,87, O31 SDPC, O11 PC  ,True,142
SDPC,88, C31 SDPC, C11 PC  ,True,142
SDPC,89, O32 SDPC, O12 PC  ,True,142
SDPC,90, C22 SDPC, C12 DHA ,True,142
SDPC,91, H2R SDPC, H2R DHA ,True,142
SDPC,92, H2S SDPC, H2S DHA ,True,142
SDPC,93, C23 SDPC, C13 DHA ,True,142
SDPC,94, H3R SDPC, H3R DHA ,True,142
SDPC,95, H3S SDPC, H3S DHA ,True,142
SDPC,96, C24 SDPC, C14 DHA ,True,142
SDPC,97, H4R SDPC, H4R DHA ,True,142
SDPC,98, C25 SDPC, C15 DHA ,True,142
SDPC,99, H5R SDPC, H5R DHA ,True,142
SDPC,100, C26 SDPC, C16 DHA ,True,142
SDPC,101, H6R SDPC, H6R DHA ,True,142
SDPC,102, H6S SDPC, H6S DHA ,True,142
SDPC,103, C27 SDPC, C17 DHA ,True,142
SDPC,104, H7R SDPC, H7R DHA ,True,142
SDPC,105, C28 SDPC, C18 DHA ,True,142
SDPC,106, H8R SDPC, H8R DHA ,True,142
SDPC,107, C29 SDPC, C19 DHA ,True,142
SDPC,108, H9R SDPC, H9R DHA ,True,142
SDPC,109, H9S SDPC, H9S DHA ,True,142
SDPC,110,C210 SDPC,C110 DHA ,True,142
SDPC,111,H10R SDPC,H10R DHA ,True,142
SDPC,112,C211 SDPC,C111 DHA ,True,142
SDPC,113,H11R SDPC,H11R DHA ,True,142
SDPC,114,C212 SDPC,C112 DHA ,True,142
SDPC,115,H12R SDPC,H12R DHA ,True,142
SDPC,116,H12S SDPC,H12S DHA ,True,142
SDPC,117,C213 SDPC,C113 DHA ,True,142
SDPC,118,H13R SDPC,H13R DHA ,True,142
SDPC,119,C214 SDPC,C114 DHA ,True,142
SDPC,120,H14R SDPC,H14R DHA ,True,142
SDPC,121,C215 SDPC,C115 DHA ,True,142
SDPC,122,H15R SDPC,H15R DHA ,True,142
SDPC,123,H15S SDPC,H15S DHA ,True,142
SDPC,124,C216 SDPC,C116 DHA ,True,142
SDPC,125,H16R SDPC,H16R DHA ,True,142
SDPC,126,C217 SDPC,C117 DHA ,True,142
SDPC,127,H17R SDPC,H17R DHA ,True,142
SDPC,128,C218 SDPC,C118 DHA ,True,142
SDPC,129,H18R SDPC,H18R DHA ,True,142
SDPC,130,H18S SDPC,H18S DHA ,True,142
SDPC,131,C219 SDPC,C119 DHA ,True,142
SDPC,132,H19R SDPC,H19R DHA ,True,142
SDPC,133,C220 SDPC,C120 DHA ,True,142
SDPC,134,H20R SDPC,H20R DHA ,True,142
SDPC,135,C221 SDPC,C121 DHA ,True,142
SDPC,136,H21R SDPC,H21R DHA ,True,142
SDPC,137,H21S SDPC,H21S DHA ,True,142
SDPC,138,C222 SDPC,C122 DHA ,True,142
SDPC,139,H22R SDPC,H22R DHA ,True,142
SDPC,140,H22S SDPC,H22S DHA ,True,142
SDPC,141,H22T SDPC,H22T DHA ,True,142
SDPE,0, C32 SDPE, C12 ST  ,True,133
SDPE,1, H2X SDPE, H2R ST  ,True,133
SDPE,2, H2Y SDPE, H2S ST  ,True,133
SDPE,3, C33 SDPE, C13 ST  ,True,133
SDPE,4, H3X SDPE, H3R ST  ,True,133
SDPE,5, H3Y SDPE, H3S ST  ,True,133
SDPE,6, C34 SDPE, C14 ST  ,True,133
SDPE,7, H4X SDPE, H4R ST  ,True,133
SDPE,8, H4Y SDPE, H4S ST  ,True,133
SDPE,9, C35 SDPE, C15 ST  ,True,133
SDPE,10, H5X SDPE, H5R ST  ,True,133
SDPE,11, H5Y SDPE, H5S ST  ,True,133
SDPE,12, C36 SDPE, C16 ST  ,True,133
SDPE,13, H6X SDPE, H6R ST  ,True,133
SDPE,14, H6Y SDPE, H6S ST  ,True,133
SDPE,15, C37 SDPE, C17 ST  ,True,133
SDPE,16, H7X SDPE, H7R ST  ,True,133
SDPE,17, H7Y SDPE, H7S ST  ,True,133
SDPE,18, C38 SDPE, C18 ST  ,True,133
SDPE,19, H8X SDPE, H8R ST  ,True,133
SDPE,20, H8Y SDPE, H8S ST  ,True,133
SDPE,21, C39 SDPE, C19 ST  ,True,133
SDPE,22, H9X SDPE, H9R ST  ,True,133
SDPE,23, H9Y SDPE, H9S ST  ,True,133
SDPE,24,C310 SDPE,C110 ST  ,True,133
SDPE,25,H10X SDPE,H10R ST  ,True,133
SDPE,26,H10Y SDPE,H10S ST  ,True,133
SDPE,27,C311 SDPE,C111 ST  ,True,133
SDPE,28,H11X SDPE,H11R ST  ,True,133
SDPE,29,H11Y SDPE,H11S ST  ,True,133
SDPE,30,C312 SDPE,C112 ST  ,True,133
SDPE,31,H12X SDPE,H12R ST  ,True,133
SDPE,32,H12Y SDPE,H12S ST  ,True,133
SDPE,33,C313 SDPE,C113 ST  ,True,133
SDPE,34,H13X SDPE,H13R ST  ,True,133
SDPE,35,H13Y SDPE,H13S ST  ,True,133
SDPE,36,C314 SDPE,C114 ST  ,True,133
SDPE,37,H14X SDPE,H14R ST  ,True,133
SDPE,38,H14Y SDPE,H14S ST  ,True,133
SDPE,39,C315 SDPE,C115 ST  ,True,133
SDPE,40,H15X SDPE,H15R ST  ,True,133
SDPE,41,H15Y SDPE,H15S ST  ,True,133
SDPE,42,C316 SDPE,C116 ST  ,True,133
SDPE,43,H16X SDPE,H16R ST  ,True,133
SDPE,44,H16Y SDPE,H16S ST  ,True,133
SDPE,45,C317 SDPE,C117 ST  ,True,133
SDPE,46,H17X SDPE,H17R ST  ,True,133
SDPE,47,H17Y SDPE,H17S ST  ,True,133
SDPE,48,C318 SDPE,C118 ST  ,True,133
SDPE,49,H18X SDPE,H18R ST  ,True,133
SDPE,50,H18Y SDPE,H18S ST  ,True,133
SDPE,51,H18Z SDPE,H18T ST  ,True,133
SDPE,52, N   SDPE, N31 PE  ,True,133
SDPE,53, HN1 SDPE,HN1A PE  ,True,133
SDPE,54, HN2 SDPE,HN1B PE  ,True,133
SDPE,55, HN3 SDPE,HN1C PE  ,True,133
SDPE,56, C12 SDPE, C32 PE  ,True,133
SDPE,57,H12A SDPE, H2A PE  ,True,133
SDPE,58,H12B SDPE, H2B PE  ,True,133
SDPE,59, C11 SDPE, C31 PE  ,True,133
SDPE,60,H11A SDPE, H1A PE  ,True,133
SDPE,61,H11B SDPE, H1B PE  ,True,133
SDPE,62, P   SDPE, P31 PE  ,True,133
SDPE,63, O13 SDPE, O33 PE  ,True,133
SDPE,64, O14 SDPE, O34 PE  ,True,133
SDPE,65, O12 SDPE, O32 PE  ,True,133
SDPE,66, O11 SDPE, O31 PE  ,True,133
SDPE,67, C1  SDPE, C3  PE  ,True,133
SDPE,68, HA  SDPE, HA  PE  ,True,133
SDPE,69, HB  SDPE, HB  PE  ,True,133
SDPE,70, C2  SDPE, C2  PE  ,True,133
SDPE,71, HS  SDPE, HX  PE  ,True,133
SDPE,72, O21 SDPE, O21 PE  ,True,133
SDPE,73, C21 SDPE, C21 PE  ,True,133
SDPE,74, O22 SDPE, O22 PE  ,True,133
SDPE,75, C3  SDPE, C1  PE  ,True,133
SDPE,76, HX  SDPE, HR  PE  ,True,133
SDPE,77, HY  SDPE, HS  PE  ,True,133
SDPE,78, O31 SDPE, O11 PE  ,True,133
