charmmlipid.csv Version 2.0.3
residue,order,search,replace,TER,num_atom
PLPS,26,H10Y PLPS,H10S PA  ,True,125
PLPS,27,C311 PLPS,C111 PA  ,True,125
PLPS,28,H11X PLPS,H11R PA  ,True,125
PLPS,29,H11Y PLPS,H11S PA  ,True,125
PLPS,30,C312 PLPS,C112 PA  ,True,125
PLPS,31,H12X PLPS,H12R PA  ,True,125
PLPS,32,H12Y PLPS,H12S PA  ,True,125
PLPS,33,C313 PLPS,C113 PA  ,True,125
PLPS,34,H13X PLPS,H13R PA  ,True,125
PLPS,35,H13Y PLPS,H13S PA  ,True,125
PLPS,36,C314 PLPS,C114 PA  ,True,125
PLPS,37,H14X PLPS,H14R PA  ,True,125
PLPS,38,H14Y PLPS,H14S PA  ,True,125
PLPS,39,C315 PLPS,C115 PA  ,True,125
PLPS,40,H15X PLPS,H15R PA  ,True,125
PLPS,41,H15Y PLPS,H15S PA  ,True,125
PLPS,42,C316 PLPS,C116 PA  ,True,125
PLPS,43,H16X PLPS,H16R PA  ,True,125
PLPS,44,H16Y PLPS,H16S PA  ,True,125
PLPS,45,H16Z PLPS,H16T PA  ,True,125
PLPS,46, N   PLPS, N31 PS  ,True,125
PLPS,47, HN1 PLPS,HN1A PS  ,True,125
PLPS,48, HN2 PLPS,HN1B PS  ,True,125
PLPS,49, HN3 PLPS,HN1C PS  ,True,125
PLPS,50, C12 PLPS, C32 PS  ,True,125
PLPS,51,H12A PLPS, H2A PS  ,True,125
PLPS,52, C13 PLPS, C33 PS  ,True,125
PLPS,53,O13A PLPS, O35 PS  ,True,125
PLPS,54,O13B PLPS, O36 PS  ,True,125
PLPS,55, C11 PLPS, C31 PS  ,True,125
PLPS,56,H11A PLPS, H1A PS  ,True,125
PLPS,57,H11B PLPS, H1B PS  ,True,125
PLPS,58, P   PLPS, P31 PS  ,True,125
PLPS,59, O13 PLPS, O33 PS  ,True,125
PLPS,60, O14 PLPS, O34 PS  ,True,125
PLPS,61, O12 PLPS, O32 PS  ,True,125
PLPS,62, O11 PLPS, O31 PS  ,True,125
PLPS,63, C1  PLPS, C3  PS  ,True,125
PLPS,64, HA  PLPS, HA  PS  ,True,125
PLPS,65, HB  PLPS, HB  PS  ,True,125
PLPS,66, C2  PLPS, C2  PS  ,True,125
PLPS,67, HS  PLPS, HX  PS  ,True,125
PLPS,68, O21 PLPS, O21 PS  ,True,125
PLPS,69, C21 PLPS, C21 PS  ,True,125
PLPS,70, O22 PLPS, O22 PS  ,True,125
PLPS,71, C3  PLPS, C1  PS  ,True,125
PLPS,72, HX  PLPS, HR  PS  ,True,125
PLPS,73, HY  PLPS, HS  PS  ,True,125
PLPS,74, O31 PLPS, O11 PS  ,True,125
PLPS,75, C31 PLPS, C11 PS  ,True,125
PLPS,76, O32 PLPS, O12 PS  ,True,125
PLPS,77, C22 PLPS, C12 LEO ,True,125
PLPS,78, H2R PLPS, H2R LEO ,True,125
PLPS,79, H2S PLPS, H2S LEO ,True,125
PLPS,80, C23 PLPS, C13 LEO ,True,125
PLPS,81, H3R PLPS, H3R LEO ,True,125
PLPS,82, H3S PLPS, H3S LEO ,True,125
PLPS,83, C24 PLPS, C14 LEO ,True,125
PLPS,84, H4R PLPS, H4R LEO ,True,125
PLPS,85, H4S PLPS, H4S LEO ,True,125
PLPS,86, C25 PLPS, C15 LEO ,True,125
PLPS,87, H5R PLPS, H5R LEO ,True,125
PLPS,88, H5S PLPS, H5S LEO ,True,125
PLPS,89, C26 PLPS, C16 LEO ,True,125
PLPS,90, H6R PLPS, H6R LEO ,True,125
PLPS,91, H6S PLPS, H6S LEO ,True,125
PLPS,92, C27 PLPS, C17 LEO ,True,125
PLPS,93, H7R PLPS, H7R LEO ,True,125
PLPS,94, H7S PLPS, H7S LEO ,True,125
PLPS,95, C28 PLPS, C18 LEO ,True,125
PLPS,96, H8R PLPS, H8R LEO ,True,125
PLPS,97, H8S PLPS, H8S LEO ,True,125
PLPS,98, C29 PLPS, C19 LEO ,True,125
PLPS,99, H9R PLPS, H9R LEO ,True,125
PLPS,100,C210 PLPS,C110 LEO ,True,125
PLPS,101,H10R PLPS,H10R LEO ,True,125
PLPS,102,C211 PLPS,C111 LEO ,True,125
PLPS,103,H11R PLPS,H11R LEO ,True,125
PLPS,104,H11S PLPS,H11S LEO ,True,125
PLPS,105,C212 PLPS,C112 LEO ,True,125
PLPS,106,H12R PLPS,H12R LEO ,True,125
PLPS,107,C213 PLPS,C113 LEO ,True,125
PLPS,108,H13R PLPS,H13R LEO ,True,125
PLPS,109,C214 PLPS,C114 LEO ,True,125
PLPS,110,H14R PLPS,H14R LEO ,True,125
PLPS,111,H14S PLPS,H14S LEO ,True,125
PLPS,112,C215 PLPS,C115 LEO ,True,125
PLPS,113,H15R PLPS,H15R LEO ,True,125
PLPS,114,H15S PLPS,H15S LEO ,True,125
PLPS,115,C216 PLPS,C116 LEO ,True,125
PLPS,116,H16R PLPS,H16R LEO ,True,125
PLPS,117,H16S PLPS,H16S LEO ,True,125
PLPS,118,C217 PLPS,C117 LEO ,True,125
PLPS,119,H17R PLPS,H17R LEO ,True,125
PLPS,120,H17S PLPS,H17S LEO ,True,125
PLPS,121,C218 PLPS,C118 LEO ,True,125
PLPS,122,H18R PLPS,H18R LEO ,True,125
PLPS,123,H18S PLPS,H18S LEO ,True,125
PLPS,124,H18T PLPS,H18T LEO ,True,125
POPA,0, C32 POPA, C12 PA  ,True,116
POPA,1, H2X POPA, H2R PA  ,True,116
POPA,2, H2Y POPA, H2S PA  ,True,116
POPA,3, C33 POPA, C13 PA  ,True,116
POPA,4, H3X POPA, H3R PA  ,True,116
POPA,5, H3Y POPA, H3S PA  ,True,116
POPA,6, C34 POPA, C14 PA  ,True,116
POPA,7, H4X POPA, H4R PA  ,True,116
POPA,8, H4Y POPA, H4S PA  ,True,116
POPA,9, C35 POPA, C15 PA  ,True,116
POPA,10, H5X POPA, H5R PA  ,True,116
POPA,11, H5Y POPA, H5S PA  ,True,116
POPA,12, C36 POPA, C16 PA  ,True,116
POPA,13, H6X POPA, H6R PA  ,True,116
POPA,14, H6Y POPA, H6S PA  ,True,116
POPA,15, C37 POPA, C17 PA  ,True,116
POPA,16, H7X POPA, H7R PA  ,True,116
POPA,17, H7Y POPA, H7S PA  ,True,116
POPA,18, C38 POPA, C18 PA  ,True,116
POPA,19, H8X POPA, H8R PA  ,True,116
POPA,20, H8Y POPA, H8S PA  ,True,116
POPA,21, C39 POPA, C19 PA  ,True,116
POPA,22, H9X POPA, H9R PA  ,True,116
POPA,23, H9Y POPA, H9S PA  ,True,116
POPA,24,C310 POPA,C110 PA  ,True,116
POPA,25,H10X POPA,H10R PA  ,True,116
POPA,26,H10Y POPA,H10S PA  ,True,116
POPA,27,C311 POPA,C111 PA  ,True,116
POPA,28,H11X POPA,H11R PA  ,True,116
POPA,29,H11Y POPA,H11S PA  ,True,116
POPA,30,C312 POPA,C112 PA  ,True,116
POPA,31,H12X POPA,H12R PA  ,True,116
POPA,32,H12Y POPA,H12S PA  ,True,116
POPA,33,C313 POPA,C113 PA  ,True,116
POPA,34,H13X POPA,H13R PA  ,True,116
POPA,35,H13Y POPA,H13S PA  ,True,116
POPA,36,C314 POPA,C114 PA  ,True,116
POPA,37,H14X POPA,H14R PA  ,True,116
POPA,38,H14Y POPA,H14S PA  ,True,116
POPA,39,C315 POPA,C115 PA  ,True,116
POPA,40,H15X POPA,H15R PA  ,True,116
POPA,41,H15Y POPA,H15S PA  ,True,116
POPA,42,C316 POPA,C116 PA  ,True,116
POPA,43,H16X POPA,H16R PA  ,True,116
POPA,44,H16Y POPA,H16S PA  ,True,116
POPA,45,H16Z POPA,H16T PA  ,True,116
POPA,46, P   POPA, P31 PH- ,True,116
POPA,47, O13 POPA, O33 PH- ,True,116
POPA,48, O14 POPA, O34 PH- ,True,116
POPA,49, O12 POPA, O32 PH- ,True,116
POPA,50, H12 POPA,HO2A PH- ,True,116
POPA,51, O11 POPA, O31 PH- ,True,116
POPA,52, C1  POPA, C3  PH- ,True,116
POPA,53, HA  POPA, HA  PH- ,True,116
POPA,54, HB  POPA, HB  PH- ,True,116
POPA,55, C2  POPA, C2  PH- ,True,116
POPA,56, HS  POPA, HX  PH- ,True,116
POPA,57, O21 POPA, O21 PH- ,True,116
POPA,58, C21 POPA, C21 PH- ,True,116
POPA,59, O22 POPA, O22 PH- ,True,116
POPA,60, C3  POPA, C1  PH- ,True,116
POPA,61, HX  POPA, HR  PH- ,True,116
POPA,62, HY  POPA, HS  PH- ,True,116
POPA,63, O31 POPA, O11 PH- ,True,116
POPA,64, C31 POPA, C11 PH- ,True,116
POPA,65, O32 POPA, O12 PH- ,True,116
POPA,66, C22 POPA, C12 OL  ,True,116
POPA,67, H2R POPA, H2R OL  ,True,116
POPA,68, H2S POPA, H2S OL  ,True,116
POPA,69, C23 POPA, C13 OL  ,True,116
POPA,70, H3R POPA, H3R OL  ,True,116
POPA,71, H3S POPA, H3S OL  ,True,116
POPA,72, C24 POPA, C14 OL  ,True,116
POPA,73, H4R POPA, H4R OL  ,True,116
POPA,74, H4S POPA, H4S OL  ,True,116
POPA,75, C25 POPA, C15 OL  ,True,116
POPA,76, H5R POPA, H5R OL  ,True,116
POPA,77, H5S POPA, H5S OL  ,True,116
POPA,78, C26 POPA, C16 OL  ,True,116
POPA,79, H6R POPA, H6R OL  ,True,116
POPA,80, H6S POPA, H6S OL  ,True,116
POPA,81, C27 POPA, C17 OL  ,True,116
POPA,82, H7R POPA, H7R OL  ,True,116
POPA,83, H7S POPA, H7S OL  ,True,116
POPA,84, C28 POPA, C18 OL  ,True,116
POPA,85, H8R POPA, H8R OL  ,True,116
POPA,86, H8S POPA, H8S OL  ,True,116
POPA,87, C29 POPA, C19 OL  ,True,116
POPA,88, H91 POPA, H9R OL  ,True,116
POPA,89,C210 POPA,C110 OL  ,True,116
POPA,90,H101 POPA,H10R OL  ,True,116
POPA,91,C211 POPA,C111 OL  ,True,116
POPA,92,H11R POPA,H11R OL  ,True,116
POPA,93,H11S POPA,H11S OL  ,True,116
POPA,94,C212 POPA,C112 OL  ,True,116
POPA,95,H12R POPA,H12R OL  ,True,116
POPA,96,H12S POPA,H12S OL  ,True,116
POPA,97,C213 POPA,C113 OL  ,True,116
POPA,98,H13R POPA,H13R OL  ,True,116
POPA,99,H13S POPA,H13S OL  ,True,116
POPA,100,C214 POPA,C114 OL  ,True,116
POPA,101,H14R POPA,H14R OL  ,True,116
POPA,102,H14S POPA,H14S OL  ,True,116
POPA,103,C215 POPA,C115 OL  ,True,116
POPA,104,H15R POPA,H15R OL  ,True,116
POPA,105,H15S POPA,H15S OL  ,True,116
POPA,106,C216 POPA,C116 OL  ,True,116
POPA,107,H16R POPA,H16R OL  ,True,116
POPA,108,H16S POPA,H16S OL  ,True,116
POPA,109,C217 POPA,C117 OL  ,True,116
POPA,110,H17R POPA,H17R OL  ,True,116
POPA,111,H17S POPA,H17S OL  ,True,116
POPA,112,C218 POPA,C118 OL  ,True,116
POPA,113,H18R POPA,H18R OL  ,True,116
POPA,114,H18S POPA,H18S OL  ,True,116
POPA,115,H18T POPA,H18T OL  ,True,116
POPC,0, C32 POPC, C12 PA  ,True,134
POPC,1, H2X POPC, H2R PA  ,True,134
POPC,2, H2Y POPC, H2S PA  ,True,134
POPC,3, C33 POPC, C13 PA  ,True,134
POPC,4, H3X POPC, H3R PA  ,True,134
POPC,5, H3Y POPC, H3S PA  ,True,134
POPC,6, C34 POPC, C14 PA  ,True,134
POPC,7, H4X POPC, H4R PA  ,True,134
POPC,8, H4Y POPC, H4S PA  ,True,134
POPC,9, C35 POPC, C15 PA  ,True,134
POPC,10, H5X POPC, H5R PA  ,True,134
POPC,11, H5Y POPC, H5S PA  ,True,134
POPC,12, C36 POPC, C16 PA  ,True,134
POPC,13, H6X POPC, H6R PA  ,True,134
POPC,14, H6Y POPC, H6S PA  ,True,134
POPC,15, C37 POPC, C17 PA  ,True,134
POPC,16, H7X POPC, H7R PA  ,True,134
POPC,17, H7Y POPC, H7S PA  ,True,134
POPC,18, C38 POPC, C18 PA  ,True,134
POPC,19, H8X POPC, H8R PA  ,True,134
POPC,20, H8Y POPC, H8S PA  ,True,134
POPC,21, C39 POPC, C19 PA  ,True,134
POPC,22, H9X POPC, H9R PA  ,True,134
POPC,23, H9Y POPC, H9S PA  ,True,134
POPC,24,C310 POPC,C110 PA  ,True,134
POPC,25,H10X POPC,H10R PA  ,True,134
POPC,26,H10Y POPC,H10S PA  ,True,134
POPC,27,C311 POPC,C111 PA  ,True,134
POPC,28,H11X POPC,H11R PA  ,True,134
POPC,29,H11Y POPC,H11S PA  ,True,134
POPC,30,C312 POPC,C112 PA  ,True,134
POPC,31,H12X POPC,H12R PA  ,True,134
POPC,32,H12Y POPC,H12S PA  ,True,134
POPC,33,C313 POPC,C113 PA  ,True,134
POPC,34,H13X POPC,H13R PA  ,True,134
POPC,35,H13Y POPC,H13S PA  ,True,134
POPC,36,C314 POPC,C114 PA  ,True,134
POPC,37,H14X POPC,H14R PA  ,True,134
POPC,38,H14Y POPC,H14S PA  ,True,134
POPC,39,C315 POPC,C115 PA  ,True,134
POPC,40,H15X POPC,H15R PA  ,True,134
POPC,41,H15Y POPC,H15S PA  ,True,134
POPC,42,C316 POPC,C116 PA  ,True,134
POPC,43,H16X POPC,H16R PA  ,True,134
POPC,44,H16Y POPC,H16S PA  ,True,134
POPC,45,H16Z POPC,H16T PA  ,True,134
POPC,46, N   POPC, N31 PC  ,True,134
POPC,47, C12 POPC, C32 PC  ,True,134
POPC,48,H12A POPC, H2A PC  ,True,134
POPC,49,H12B POPC, H2B PC  ,True,134
POPC,50, C13 POPC, C33 PC  ,True,134
POPC,51,H13A POPC, H3A PC  ,True,134
POPC,52,H13B POPC, H3B PC  ,True,134
POPC,53,H13C POPC, H3C PC  ,True,134
POPC,54, C14 POPC, C34 PC  ,True,134
POPC,55,H14A POPC, H4A PC  ,True,134
POPC,56,H14B POPC, H4B PC  ,True,134
POPC,57,H14C POPC, H4C PC  ,True,134
POPC,58, C15 POPC, C35 PC  ,True,134
POPC,59,H15A POPC, H5A PC  ,True,134
POPC,60,H15B POPC, H5B PC  ,True,134
POPC,61,H15C POPC, H5C PC  ,True,134
POPC,62, C11 POPC, C31 PC  ,True,134
POPC,63,H11A POPC, H1A PC  ,True,134
POPC,64,H11B POPC, H1B PC  ,True,134
POPC,65, P   POPC, P31 PC  ,True,134
POPC,66, O13 POPC, O33 PC  ,True,134
POPC,67, O14 POPC, O34 PC  ,True,134
POPC,68, O12 POPC, O32 PC  ,True,134
POPC,69, O11 POPC, O31 PC  ,True,134
POPC,70, C1  POPC, C3  PC  ,True,134
POPC,71, HA  POPC, HA  PC  ,True,134
POPC,72, HB  POPC, HB  PC  ,True,134
POPC,73, C2  POPC, C2  PC  ,True,134
POPC,74, HS  POPC, HX  PC  ,True,134
POPC,75, O21 POPC, O21 PC  ,True,134
POPC,76, C21 POPC, C21 PC  ,True,134
POPC,77, O22 POPC, O22 PC  ,True,134
POPC,78, C3  POPC, C1  PC  ,True,134
POPC,79, HX  POPC, HR  PC  ,True,134
POPC,80, HY  POPC, HS  PC  ,True,134
POPC,81, O31 POPC, O11 PC  ,True,134
POPC,82, C31 POPC, C11 PC  ,True,134
POPC,83, O32 POPC, O12 PC  ,True,134
POPC,84, C22 POPC, C12 OL  ,True,134
POPC,85, H2R POPC, H2R OL  ,True,134
POPC,86, H2S POPC, H2S OL  ,True,134
POPC,87, C23 POPC, C13 OL  ,True,134
POPC,88, H3R POPC, H3R OL  ,True,134
POPC,89, H3S POPC, H3S OL  ,True,134
POPC,90, C24 POPC, C14 OL  ,True,134
POPC,91, H4R POPC, H4R OL  ,True,134
POPC,92, H4S POPC, H4S OL  ,True,134
POPC,93, C25 POPC, C15 OL  ,True,134
POPC,94, H5R POPC, H5R OL  ,True,134
POPC,95, H5S POPC, H5S OL  ,True,134
POPC,96, C26 POPC, C16 OL  ,True,134
POPC,97, H6R POPC, H6R OL  ,True,134
POPC,98, H6S POPC, H6S OL  ,True,134
POPC,99, C27 POPC, C17 OL  ,True,134
POPC,100, H7R POPC, H7R OL  ,True,134
POPC,101, H7S POPC, H7S OL  ,True,134
POPC,102, C28 POPC, C18 OL  ,True,134
POPC,103, H8R POPC, H8R OL  ,True,134
POPC,104, H8S POPC, H8S OL  ,True,134
POPC,105, C29 POPC, C19 OL  ,True,134
POPC,106, H91 POPC, H9R OL  ,True,134
POPC,107,C210 POPC,C110 OL  ,True,134
POPC,108,H101 POPC,H10R OL  ,True,134
POPC,109,C211 POPC,C111 OL  ,True,134
POPC,110,H11R POPC,H11R OL  ,True,134
POPC,111,H11S POPC,H11S OL  ,True,134
POPC,112,C212 POPC,C112 OL  ,True,134
POPC,113,H12R POPC,H12R OL  ,True,134
POPC,114,H12S POPC,H12S OL  ,True,134
POPC,115,C213 POPC,C113 OL  ,True,134
POPC,116,H13R POPC,H13R OL  ,True,134
POPC,117,H13S POPC,H13S OL  ,True,134
POPC,118,C214 POPC,C114 OL  ,True,134
POPC,119,H14R POPC,H14R OL  ,True,134
POPC,120,H14S POPC,H14S OL  ,True,134
POPC,121,C215 POPC,C115 OL  ,True,134
POPC,122,H15R POPC,H15R OL  ,True,134
POPC,123,H15S POPC,H15S OL  ,True,134
POPC,124,C216 POPC,C116 OL  ,True,134
POPC,125,H16R POPC,H16R OL  ,True,134
POPC,126,H16S POPC,H16S OL  ,True,134
POPC,127,C217 POPC,C117 OL  ,True,134
POPC,128,H17R POPC,H17R OL  ,True,134
POPC,129,H17S POPC,H17S OL  ,True,134
POPC,130,C218 POPC,C118 OL  ,True,134
POPC,131,H18R POPC,H18R OL  ,True,134
POPC,132,H18S POPC,H18S OL  ,True,134
POPC,133,H18T POPC,H18T OL  ,True,134
POPE,0, C32 POPE, C12 PA  ,True,125
POPE,1, H2X POPE, H2R PA  ,True,125
POPE,2, H2Y POPE, H2S PA  ,True,125
POPE,3, C33 POPE, C13 PA  ,True,125
POPE,4, H3X POPE, H3R PA  ,True,125
POPE,5, H3Y POPE, H3S PA  ,True,125
POPE,6, C34 POPE, C14 PA  ,True,125
POPE,7, H4X POPE, H4R PA  ,True,125
POPE,8, H4Y POPE, H4S PA  ,True,125
POPE,9, C35 POPE, C15 PA  ,True,125
POPE,10, H5X POPE, H5R PA  ,True,125
POPE,11, H5Y POPE, H5S PA  ,True,125
POPE,12, C36 POPE, C16 PA  ,True,125
POPE,13, H6X POPE, H6R PA  ,True,125
POPE,14, H6Y POPE, H6S PA  ,True,125
POPE,15, C37 POPE, C17 PA  ,True,125
POPE,16, H7X POPE, H7R PA  ,True,125
POPE,17, H7Y POPE, H7S PA  ,True,125
POPE,18, C38 POPE, C18 PA  ,True,125
POPE,19, H8X POPE, H8R PA  ,True,125
POPE,20, H8Y POPE, H8S PA  ,True,125
POPE,21, C39 POPE, C19 PA  ,True,125
POPE,22, H9X POPE, H9R PA  ,True,125
POPE,23, H9Y POPE, H9S PA  ,True,125
POPE,24,C310 POPE,C110 PA  ,True,125
POPE,25,H10X POPE,H10R PA  ,True,125
POPE,26,H10Y POPE,H10S PA  ,True,125
POPE,27,C311 POPE,C111 PA  ,True,125
POPE,28,H11X POPE,H11R PA  ,True,125
POPE,29,H11Y POPE,H11S PA  ,True,125
POPE,30,C312 POPE,C112 PA  ,True,125
POPE,31,H12X POPE,H12R PA  ,True,125
POPE,32,H12Y POPE,H12S PA  ,True,125
POPE,33,C313 POPE,C113 PA  ,True,125
POPE,34,H13X POPE,H13R PA  ,True,125
POPE,35,H13Y POPE,H13S PA  ,True,125
POPE,36,C314 POPE,C114 PA  ,True,125
POPE,37,H14X POPE,H14R PA  ,True,125
POPE,38,H14Y POPE,H14S PA  ,True,125
POPE,39,C315 POPE,C115 PA  ,True,125
POPE,40,H15X POPE,H15R PA  ,True,125
POPE,41,H15Y POPE,H15S PA  ,True,125
POPE,42,C316 POPE,C116 PA  ,True,125
POPE,43,H16X POPE,H16R PA  ,True,125
POPE,44,H16Y POPE,H16S PA  ,True,125
POPE,45,H16Z POPE,H16T PA  ,True,125
POPE,46, N   POPE, N31 PE  ,True,125
POPE,47, HN1 POPE,HN1A PE  ,True,125
POPE,48, HN2 POPE,HN1B PE  ,True,125
POPE,49, HN3 POPE,HN1C PE  ,True,125
POPE,50, C12 POPE, C32 PE  ,True,125
POPE,51,H12A POPE, H2A PE  ,True,125
POPE,52,H12B POPE, H2B PE  ,True,125
POPE,53, C11 POPE, C31 PE  ,True,125
POPE,54,H11A POPE, H1A PE  ,True,125
POPE,55,H11B POPE, H1B PE  ,True,125
POPE,56, P   POPE, P31 PE  ,True,125
POPE,57, O13 POPE, O33 PE  ,True,125
POPE,58, O14 POPE, O34 PE  ,True,125
POPE,59, O11 POPE, O31 PE  ,True,125
POPE,60, O12 POPE, O32 PE  ,True,125
POPE,61, C1  POPE, C3  PE  ,True,125
POPE,62, HA  POPE, HA  PE  ,True,125
POPE,63, HB  POPE, HB  PE  ,True,125
POPE,64, C2  POPE, C2  PE  ,True,125
POPE,65, HS  POPE, HX  PE  ,True,125
POPE,66, O21 POPE, O21 PE  ,True,125
POPE,67, C21 POPE, C21 PE  ,True,125
POPE,68, O22 POPE, O22 PE  ,True,125
POPE,69, C3  POPE, C1  PE  ,True,125
POPE,70, HX  POPE, HR  PE  ,True,125
POPE,71, HY  POPE, HS  PE  ,True,125
POPE,72, O31 POPE, O11 PE  ,True,125
POPE,73, C31 POPE, C11 PE  ,True,125
POPE,74, O32 POPE, O12 PE  ,True,125
POPE,75, C22 POPE, C12 OL  ,True,125
POPE,76, H2R POPE, H2R OL  ,True,125
POPE,77, H2S POPE, H2S OL  ,True,125
POPE,78, C23 POPE, C13 OL  ,True,125
POPE,79, H3R POPE, H3R OL  ,True,125
POPE,80, H3S POPE, H3S OL  ,True,125
POPE,81, C24 POPE, C14 OL  ,True,125
POPE,82, H4R POPE, H4R OL  ,True,125
POPE,83, H4S POPE, H4S OL  ,True,125
POPE,84, C25 POPE, C15 OL  ,True,125
POPE,85, H5R POPE, H5R OL  ,True,125
POPE,86, H5S POPE, H5S OL  ,True,125
POPE,87, C26 POPE, C16 OL  ,True,125
POPE,88, H6R POPE, H6R OL  ,True,125
POPE,89, H6S POPE, H6S OL  ,True,125
POPE,90, C27 POPE, C17 OL  ,True,125
POPE,91, H7R POPE, H7R OL  ,True,125
POPE,92, H7S POPE, H7S OL  ,True,125
POPE,93, C28 POPE, C18 OL  ,True,125
POPE,94, H8R POPE, H8R OL  ,True,125
POPE,95, H8S POPE, H8S OL  ,True,125
POPE,96, C29 POPE, C19 OL  ,True,125
POPE,97, H91 POPE, H9R OL  ,True,125
POPE,98,C210 POPE,C110 OL  ,True,125
POPE,99,H101 POPE,H10R OL  ,True,125
POPE,100,C211 POPE,C111 OL  ,True,125
POPE,101,H11R POPE,H11R OL  ,True,125
POPE,102,H11S POPE,H11S OL  ,True,125
POPE,103,C212 POPE,C112 OL  ,True,125
POPE,104,H12R POPE,H12R OL  ,True,125
POPE,105,H12S POPE,H12S OL  ,True,125
POPE,106,C213 POPE,C113 OL  ,True,125
POPE,107,H13R POPE,H13R OL  ,True,125
POPE,108,H13S POPE,H13S OL  ,True,125
POPE,109,C214 POPE,C114 OL  ,True,125
POPE,110,H14R POPE,H14R OL  ,True,125
POPE,111,H14S POPE,H14S OL  ,True,125
POPE,112,C215 POPE,C115 OL  ,True,125
POPE,113,H15R POPE,H15R OL  ,True,125
POPE,114,H15S POPE,H15S OL  ,True,125
POPE,115,C216 POPE,C116 OL  ,True,125
POPE,116,H16R POPE,H16R OL  ,True,125
POPE,117,H16S POPE,H16S OL  ,True,125
POPE,118,C217 POPE,C117 OL  ,True,125
POPE,119,H17R POPE,H17R OL  ,True,125
POPE,120,H17S POPE,H17S OL  ,True,125
POPE,121,C218 POPE,C118 OL  ,True,125
POPE,122,H18R POPE,H18R OL  ,True,125
POPE,123,H18S POPE,H18S OL  ,True,125
POPE,124,H18T POPE,H18T OL  ,True,125
POPG,0, C32 POPG, C12 PA  ,True,127
POPG,1, H2X POPG, H2R PA  ,True,127
POPG,2, H2Y POPG, H2S PA  ,True,127
POPG,3, C33 POPG, C13 PA  ,True,127
POPG,4, H3X POPG, H3R PA  ,True,127
POPG,5, H3Y POPG, H3S PA  ,True,127
POPG,6, C34 POPG, C14 PA  ,True,127
POPG,7, H4X POPG, H4R PA  ,True,127
POPG,8, H4Y POPG, H4S PA  ,True,127
POPG,9, C35 POPG, C15 PA  ,True,127
POPG,10, H5X POPG, H5R PA  ,True,127
POPG,11, H5Y POPG, H5S PA  ,True,127
POPG,12, C36 POPG, C16 PA  ,True,127
POPG,13, H6X POPG, H6R PA  ,True,127
POPG,14, H6Y POPG, H6S PA  ,True,127
POPG,15, C37 POPG, C17 PA  ,True,127
POPG,16, H7X POPG, H7R PA  ,True,127
POPG,17, H7Y POPG, H7S PA  ,True,127
POPG,18, C38 POPG, C18 PA  ,True,127
POPG,19, H8X POPG, H8R PA  ,True,127
POPG,20, H8Y POPG, H8S PA  ,True,127
POPG,21, C39 POPG, C19 PA  ,True,127
POPG,22, H9X POPG, H9R PA  ,True,127
POPG,23, H9Y POPG, H9S PA  ,True,127
POPG,24,C310 POPG,C110 PA  ,True,127
POPG,25,H10X POPG,H10R PA  ,True,127
POPG,26,H10Y POPG,H10S PA  ,True,127
POPG,27,C311 POPG,C111 PA  ,True,127
POPG,28,H11X POPG,H11R PA  ,True,127
POPG,29,H11Y POPG,H11S PA  ,True,127
POPG,30,C312 POPG,C112 PA  ,True,127
POPG,31,H12X POPG,H12R PA  ,True,127
POPG,32,H12Y POPG,H12S PA  ,True,127
POPG,33,C313 POPG,C113 PA  ,True,127
POPG,34,H13X POPG,H13R PA  ,True,127
POPG,35,H13Y POPG,H13S PA  ,True,127
POPG,36,C314 POPG,C114 PA  ,True,127
POPG,37,H14X POPG,H14R PA  ,True,127
POPG,38,H14Y POPG,H14S PA  ,True,127
POPG,39,C315 POPG,C115 PA  ,True,127
POPG,40,H15X POPG,H15R PA  ,True,127
POPG,41,H15Y POPG,H15S PA  ,True,127
POPG,42,C316 POPG,C116 PA  ,True,127
POPG,43,H16X POPG,H16R PA  ,True,127
POPG,44,H16Y POPG,H16S PA  ,True,127
POPG,45,H16Z POPG,H16T PA  ,True,127
POPG,46, C13 POPG, C33 PGR ,True,127
POPG,47,H13A POPG, H3A PGR ,True,127
POPG,48,H13B POPG, H3B PGR ,True,127
POPG,49, OC3 POPG, O36 PGR ,True,127
POPG,50, HO3 POPG,HO6A PGR ,True,127
POPG,51, C12 POPG, C32 PGR ,True,127
POPG,52,H12A POPG, H2A PGR ,True,127
POPG,53, OC2 POPG, O35 PGR ,True,127
POPG,54, HO2 POPG,HO5A PGR ,True,127
POPG,55, C11 POPG, C31 PGR ,True,127
POPG,56,H11A POPG, H1A PGR ,True,127
POPG,57,H11B POPG, H1B PGR ,True,127
POPG,58, P   POPG, P31 PGR ,True,127
POPG,59, O13 POPG, O33 PGR ,True,127
POPG,60, O14 POPG, O34 PGR ,True,127
POPG,61, O12 POPG, O32 PGR ,True,127
POPG,62, O11 POPG, O31 PGR ,True,127
POPG,63, C1  POPG, C3  PGR ,True,127
POPG,64, HA  POPG, HA  PGR ,True,127
POPG,65, HB  POPG, HB  PGR ,True,127
POPG,66, C2  POPG, C2  PGR ,True,127
POPG,67, HS  POPG, HX  PGR ,True,127
POPG,68, O21 POPG, O21 PGR ,True,127
POPG,69, C21 POPG, C21 PGR ,True,127
POPG,70, O22 POPG, O22 PGR ,True,127
POPG,71, C3  POPG, C1  PGR ,True,127
POPG,72, HX  POPG, HR  PGR ,True,127
